Set_Name,Theme,Pieces,Price,Pages,Unique_Pieces,Complexity,Ratio_Unique_Pieces,Ratio_Pages_Pieces,Theme_Complexity_Score,Combined_Score
Black Widow's Helicopter Chase,Marvel,271.0,29.99,80.0,125.0,normale,0.4612546125461255,0.2952029520295203,2,0.918819188191882
Venom Crawler,Marvel,413.0,29.99,80.0,132.0,normale,0.3196125907990315,0.1937046004842615,2,0.837772397094431
Armored Assault Tank (AAT),Star Wars,286.0,39.99,80.0,121.0,normale,0.4230769230769231,0.27972027972027974,2,0.900932400932401
Captain Marvel and The Skrull Attack,Marvel,307.0,29.99,80.0,126.0,normale,0.41042345276872966,0.26058631921824105,2,0.8903365906623236
Mr. & Mrs. Claus,BrickHeadz,341.0,19.99,84.0,109.0,normale,0.3196480938416422,0.24633431085043989,2,0.855327468230694
Death Star II Battle,Star Wars,235.0,14.99,84.0,72.0,normale,0.30638297872340425,0.3574468085106383,2,0.8879432624113476
501st Legion Clone Troopers,Star Wars,285.0,29.99,84.0,125.0,normale,0.43859649122807015,0.29473684210526313,2,0.9111111111111111
Hoth Medical Chamber,Star Wars,255.0,29.99,84.0,120.0,normale,0.47058823529411764,0.32941176470588235,2,0.9333333333333332
Sandspeeder,Star Wars,278.0,29.99,84.0,110.0,normale,0.39568345323741005,0.302158273381295,2,0.8992805755395684
Bricks and Eyes ,Classic,451.0,29.99,88.0,171.0,enkle,0.37915742793791574,0.1951219512195122,1,0.524759793052476
Stephanie's House,Friends,170.0,39.99,92.0,116.0,normale,0.6823529411764706,0.5411764705882353,2,1.0745098039215686
Emmet's Triple-Decker Couch Mech,THE LEGO MOVIE 2,312.0,29.99,92.0,98.0,normale,0.3141025641025641,0.2948717948717949,2,0.8696581196581197
Journey to the Skull Dungeons,NINJAGO,401.0,29.99,92.0,164.0,normale,0.4089775561097257,0.22942643391521197,2,0.8794679966749793
Bespin Duel,Star Wars,295.0,39.99,96.0,121.0,normale,0.4101694915254237,0.3254237288135593,2,0.9118644067796611
White Dragon Horse Bike,Monkie Kid,259.0,34.99,96.0,134.0,avanserte,0.5173745173745173,0.37065637065637064,3,1.296010296010296
"Reindeer, Elf and Elfie",BrickHeadz,281.0,19.99,97.0,116.0,normale,0.4128113879003559,0.34519572953736655,2,0.9193357058125741
Storm Fighter Battle,NINJAGO,165.0,29.99,100.0,96.0,normale,0.5818181818181818,0.6060606060606061,2,1.0626262626262626
Bricks and Animals,Classic,1500.0,59.99,101.0,339.0,enkle,0.226,0.06733333333333333,1,0.43111111111111117
Spinning Brushes Car Wash,Friends,325.0,29.99,108.0,174.0,normale,0.5353846153846153,0.3323076923076923,2,0.9558974358974358
Air Race,City,140.0,39.99,108.0,84.0,normale,0.6,0.7714285714285715,2,1.1238095238095238
Bricks and Lights,Classic,441.0,29.99,109.0,173.0,enkle,0.3922902494331066,0.2471655328798186,1,0.546485260770975
Quidditch Match,Harry Potter,500.0,39.99,112.0,205.0,normale,0.41,0.224,2,0.878
Iron Bull Tank,Monkie Kid,430.0,49.99,124.0,160.0,avanserte,0.37209302325581395,0.28837209302325584,3,1.22015503875969
Rainbow Caterbus,Trolls World Tour,395.0,39.99,132.0,170.0,normale,0.43037974683544306,0.3341772151898734,2,0.9215189873417722
Kai Fighter,NINJAGO,513.0,39.99,132.0,174.0,normale,0.3391812865497076,0.2573099415204678,2,0.8654970760233919
Jurassic Park Velociraptor Chase ,Jurassic World,360.0,39.99,132.0,195.0,normale,0.5416666666666666,0.36666666666666664,2,0.9694444444444444
Winter Village Fire Station,Creator Expert,1166.0,99.99,136.0,323.0,avanserte,0.2770154373927959,0.11663807890222985,3,1.1312178387650087
Fire Stone Mech,NINJAGO,968.0,69.99,136.0,260.0,normale,0.26859504132231404,0.14049586776859505,2,0.8030303030303031
Death Star Final Duel,Star Wars,775.0,99.99,140.0,241.0,normale,0.3109677419354839,0.18064516129032257,2,0.8305376344086022
Resistance I-TS Transport,Star Wars,932.0,99.99,140.0,215.0,normale,0.23068669527896996,0.15021459227467812,2,0.7936337625178828
Bricks Bricks Plates,Classic,1504.0,69.99,144.0,332.0,enkle,0.22074468085106383,0.09574468085106383,1,0.43882978723404253
TIE Fighter Pilot,Star Wars,724.0,59.99,148.0,155.0,normale,0.21408839779005526,0.20441988950276244,2,0.8061694290976059
Hedwig,Harry Potter,630.0,39.99,148.0,166.0,normale,0.2634920634920635,0.23492063492063492,2,0.8328042328042328
Tree House Treasures ,Creator 3-in-1,260.0,29.99,152.0,119.0,avanserte,0.4576923076923077,0.5846153846153846,3,1.3474358974358973
Monkie Kid's Cloud Jet,Monkie Kid,390.0,59.99,168.0,199.0,avanserte,0.5102564102564102,0.4307692307692308,3,1.3136752136752137
Zane's Mino Creature,NINJAGO,616.0,49.99,172.0,202.0,normale,0.32792207792207795,0.2792207792207792,2,0.8690476190476191
James Bond Aston Martin DB5,Creator Expert,1295.0,149.99,173.0,310.0,avanserte,0.23938223938223938,0.1335907335907336,3,1.1243243243243244
Attack on The Burrow,Harry Potter,1047.0,99.99,180.0,383.0,normale,0.3658070678127985,0.17191977077363896,2,0.8459089461954791
Police Brick Box,City,301.0,39.99,188.0,162.0,normale,0.5382059800664452,0.6245847176079734,2,1.0542635658914727
Outback Cabin,Creator 3-in-1,305.0,29.99,196.0,141.0,avanserte,0.46229508196721314,0.6426229508196721,3,1.368306010928962
Demon Bull King,Monkie Kid,585.0,89.99,200.0,264.0,avanserte,0.4512820512820513,0.3418803418803419,3,1.2643874643874644
Skull Sorcerer's Dragon,NINJAGO,1016.0,79.99,200.0,303.0,normale,0.29822834645669294,0.1968503937007874,2,0.8316929133858268
Vibe City Concert,Trolls World Tour,494.0,59.99,204.0,216.0,normale,0.43724696356275305,0.41295546558704455,2,0.9500674763832659
Alpaca Mountain Jungle Rescue,Friends,512.0,59.99,208.0,270.0,normale,0.52734375,0.40625,2,0.9778645833333334
Pigsy's Food Truck,Monkie Kid,455.0,69.99,212.0,299.0,avanserte,0.6571428571428571,0.46593406593406594,3,1.3743589743589741
Concrete Mixer Truck,Technic,1163.0,119.99,216.0,127.0,avanserte,0.10920034393809114,0.18572656921754085,3,1.0983089710518774
Heartlake City Brick Box,Friends,321.0,39.99,220.0,121.0,normale,0.37694704049844235,0.6853582554517134,2,1.0207684319833852
Y-wing Starfighter,Star Wars,1967.0,199.99,220.0,359.0,normale,0.18251143873919676,0.11184544992374174,2,0.7647856295543128
Mickey Mouse and Minnie Mouse,Disney,1739.0,179.99,236.0,420.0,normale,0.24151811385853938,0.13571017826336976,2,0.792409430707303
Red Son's Inferno Truck,Monkie Kid,1111.0,119.99,244.0,350.0,avanserte,0.31503150315031503,0.21962196219621963,3,1.1782178217821782
Skull Sorcerer's Dungeons,NINJAGO,1171.0,99.99,256.0,425.0,normale,0.3629376601195559,0.21861656703672075,2,0.8605180757187588
Monkey King Warrior Mech,Monkie Kid,975.0,149.99,272.0,435.0,avanserte,0.4461538461538462,0.27897435897435896,3,1.2417094017094017
Haunted House,Creator Expert,3231.0,249.99,312.0,467.0,avanserte,0.14453729495512224,0.09656453110492108,3,1.0803672753533478
Destiny's Bounty,NINJAGO,1781.0,129.99,316.0,479.0,normale,0.26895002807411567,0.17742841100505333,2,0.8154594796930562
Ski Resort,City,806.0,89.99,328.0,348.0,normale,0.4317617866004963,0.40694789081885857,2,0.946236559139785
Disney Train and Station,Powered UP,2925.0,329.99,397.0,509.0,avanserte,0.174017094017094,0.13572649572649573,3,1.1032478632478633
1989 Batmobile,Batman,3306.0,249.99,404.0,484.0,normale,0.14640048396854205,0.12220205686630368,2,0.7562008469449486
Tree House,Ideas,3036.0,199.99,428.0,482.0,avanserte,0.15876152832674573,0.14097496706192358,3,1.0999121651295565
Welcome to Apocalypseburg!,THE LEGO MOVIE 2,3178.0,299.99,452.0,692.0,normale,0.21774701069855254,0.1422278162366268,2,0.7866582756450597
Jurassic Park: T. rex Rampage,Jurassic World,3120.0,249.99,464.0,525.0,normale,0.16826923076923078,0.14871794871794872,2,0.7723290598290599
Monkie Kid's Team Secret HQ,Monkie Kid,1105.0,169.99,556.0,622.0,avanserte,0.56289592760181,0.5031674208144796,3,1.3553544494720964
Grand Piano,Ideas,3662.0,349.99,564.0,345.0,avanserte,0.09421081376297105,0.15401419989077006,3,1.0827416712179136
Lamborghini Sián FKP 37,Technic,3696.0,379.99,657.0,293.0,avanserte,0.07927489177489178,0.17775974025974026,3,1.0856782106782108
